Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Transaction_Frequency,Amount_ZScore,Is_Night_Transaction,Transaction_Velocity,Location_Anomaly,Transaction_Acceleration,Device_Anomaly
T40580,1073,2420.28,Online Purchase,13.0,Tablet,San Francisco,2,2,12,Net Banking,7.5,-0.29791526202319674,0,12.0,1,1.7475728155339807,1
T13254,4878,577.83,Bill Payment,12.0,Mobile,New York,1,21,10,Credit Card,0.42857142857142855,-1.0469571736575258,0,10.0,1,1.3043478260869565,0
T37153,2741,4982.76,Bill Payment,11.0,Tablet,Miami,1,104,14,Net Banking,0.14423076923076922,-0.08820266913341543,0,4.038461538461538,1,1.5441176470588236,1
T47002,2529,922.37,Bank Transfer,10.0,Mobile,San Francisco,4,76,3,Debit Card,0.2236842105263158,-0.33699137472906876,0,1.1842105263157896,1,0.47222222222222227,1
T21627,1148,4321.24,POS Payment,1.0,Tablet,Miami,2,77,4,Credit Card,0.24675324675324675,1.0853979962825457,1,1.5584415584415583,1,0.5390070921985816,1
T30168,3221,3349.65,Bank Transfer,6.0,Desktop,New York,4,99,6,Debit Card,0.1111111111111111,0.4180842897652272,1,1.8181818181818183,1,0.7951807228915663,1
T4581,1201,1817.12,ATM Withdrawal,16.0,Tablet,San Francisco,3,43,12,Credit Card,0.4883720930232558,-0.5008084988152143,0,8.372093023255815,1,1.5750000000000002,1
T48500,1712,61.43,POS Payment,17.0,Mobile,Seattle,0,84,10,UPI,0.16666666666666666,-1.1922775294760308,0,3.5714285714285716,1,1.707317073170732,1
T35607,2654,4855.59,Online Purchase,5.0,Mobile,San Francisco,3,4,2,Credit Card,4.25,1.5292066091757865,1,2.0,1,0.3063063063063063,1
T30219,4766,15.85,Online Purchase,18.0,Mobile,Los Angeles,0,104,3,Credit Card,0.16346153846153846,-1.3089222154212725,0,0.8653846153846153,1,0.4594594594594595,1
T37065,1883,313.6,Bill Payment,14.0,Mobile,Miami,3,8,10,Net Banking,1.75,-1.2743673181015303,0,10.0,1,1.3333333333333333,1
T41194,1251,4437.83,Online Purchase,12.0,Mobile,New York,3,18,2,Invalid Method,0.16666666666666666,-0.1760478235074728,0,2.0,1,0.3333333333333333,1
T37544,3181,1693.74,ATM Withdrawal,9.0,Desktop,New York,2,62,5,UPI,0.25806451612903225,-0.618664454122464,0,2.419354838709677,1,0.6837606837606838,1
T4856,1581,3756.31,Bank Transfer,19.0,Desktop,,3,36,7,Credit Card,0.4166666666666667,0.6322901842751678,0,5.833333333333334,1,1.0096153846153846,1
T3403,2206,371.73,Online Purchase,21.0,Desktop,Seattle,1,101,6,Debit Card,0.1188118811881188,-0.4446933727348944,0,1.7821782178217822,1,1.0746268656716418,1
T32550,3947,2241.49,Bill Payment,22.0,Desktop,New York,2,17,4,Net Banking,0.9411764705882353,0.23474362094739454,0,4.0,1,0.5871559633027523,1
T11500,3976,1087.63,Bank Transfer,21.0,Desktop,New York,4,37,1,Net Banking,0.40540540540540543,-0.5792218780566445,0,0.8108108108108107,1,0.16666666666666666,1
T5713,4118,2106.25,Bank Transfer,2.0,Desktop,Los Angeles,3,52,12,UPI,0.25,-0.1256312424367265,1,6.9230769230769225,1,1.95,1
T35544,1088,3309.23,ATM Withdrawal,13.0,Tablet,Los Angeles,2,98,2,Net Banking,0.12244897959183673,0.5518865579284148,0,0.6122448979591837,1,0.2448979591836735,1
T32475,1153,4719.36,Online Purchase,18.0,Tablet,Chicago,4,26,12,Debit Card,0.5,1.2432051921425282,0,12.0,1,1.7333333333333332,1
T48657,4455,3645.32,Bank Transfer,0.0,Desktop,Chicago,3,71,1,,0.1267605633802817,-0.26694530637539554,1,0.4225352112676056,1,0.13636363636363638,1
T47655,4207,3892.62,ATM Withdrawal,23.0,Tablet,Los Angeles,0,79,11,Net Banking,0.08860759493670886,0.6399322375220992,0,4.177215189873418,1,1.2833333333333334,1
T342,4219,2918.56,Bill Payment,17.0,Tablet,Chicago,4,75,5,UPI,0.14666666666666667,-0.422970967694601,0,2.0,1,0.6790123456790124,1
T31485,1434,524.82,Bill Payment,2.0,Tablet,Los Angeles,3,102,9,UPI,0.11764705882352941,-0.8985043734221541,1,2.6470588235294117,1,1.7419354838709677,1
T16455,4780,983.53,POS Payment,8.0,Desktop,Chicago,1,71,6,UPI,0.1267605633802817,-0.40785815104024464,0,2.535211267605634,1,0.72,1
T34800,3096,530.49,Online Purchase,14.0,Desktop,Miami,1,68,6,UPI,0.22058823529411764,-1.1795887448267497,0,2.6470588235294117,1,0.6976744186046512,1
T24684,4468,3049.75,ATM Withdrawal,6.0,Tablet,Miami,1,51,3,Debit Card,0.29411764705882354,0.44458769372691986,1,1.7647058823529411,1,0.3658536585365854,1
T23658,1573,2272.18,Bill Payment,9.0,Desktop,Chicago,0,95,10,Invalid Method,0.08421052631578947,0.2516602414450708,0,3.1578947368421053,1,1.5686274509803921,1
T46877,2120,49997.8,ATM Withdrawal,11.0,Mobile,Boston,3,27,1,Net Banking,0.2962962962962963,2.46369134657543,0,1.0,1,0.21621621621621623,1
T23037,4247,3935.39,Bill Payment,4.0,Tablet,San Francisco,1,44,3,,0.38636363636363635,2.2884947774622573,1,2.0454545454545454,1,0.4766355140186916,1
T18662,2707,4873.56,Online Purchase,5.0,Tablet,Los Angeles,4,88,13,Credit Card,0.11363636363636363,1.2361066149799718,1,4.4318181818181825,1,1.5662650602409638,1
T6849,1464,3842.57,Online Purchase,14.0,Desktop,Chicago,0,47,8,Debit Card,0.3404255319148936,0.7642802518768677,0,5.1063829787234045,1,1.3333333333333333,1
T17691,2049,2265.59,Bank Transfer,8.0,Mobile,New York,2,70,11,Credit Card,0.18571428571428572,-0.4039350016495931,0,4.714285714285714,1,1.64367816091954,1
T14849,1689,1921.87,Online Purchase,3.0,Desktop,Seattle,3,72,11,Net Banking,0.2361111111111111,-0.31573553260290205,1,4.583333333333334,1,1.3955223880597014,1
T45035,1649,4766.0,POS Payment,18.0,Tablet,Chicago,1,25,11,Credit Card,0.48,1.6145245337056227,0,11.0,1,1.7142857142857142,1
T39685,1904,1895.76,ATM Withdrawal,5.0,Desktop,Seattle,3,73,8,UPI,0.2191780821917808,-0.4228246031407172,1,3.2876712328767126,1,0.9343065693430657,1
T19812,3488,4858.09,Bill Payment,19.0,Tablet,Houston,0,80,5,UPI,0.1375,0.9206511564864741,0,1.875,1,0.873015873015873,1
T48247,1432,4269.38,Bill Payment,19.0,Mobile,San Francisco,3,93,12,Credit Card,0.12903225806451613,1.4796426603149386,0,3.8709677419354835,1,1.7142857142857142,1
T5873,4911,3613.59,Online Purchase,11.0,Tablet,New York,3,58,7,Net Banking,0.25862068965517243,1.0727773229559012,0,3.6206896551724137,1,0.7777777777777778,1
T16913,4691,2121.25,Online Purchase,8.0,Mobile,Seattle,4,1,14,Debit Card,14.0,-0.0044062758155257505,0,14.0,1,1.689655172413793,1
T20664,3521,3224.3,Bill Payment,4.0,Tablet,Boston,3,30,10,Net Banking,0.5,0.462552324302065,1,10.0,1,1.3761467889908257,1
T28255,2854,3480.6,Online Purchase,8.0,Mobile,Houston,4,96,1,Net Banking,0.1875,0.3833811282542913,0,0.3125,1,0.144,1
T10340,3651,924.76,Online Purchase,20.0,Tablet,San Francisco,0,103,11,Credit Card,0.08737864077669903,-0.4114324204950109,0,3.2038834951456314,1,1.6229508196721312,1
T27918,4581,,Bank Transfer,4.0,Desktop,Miami,2,85,3,UPI,0.10588235294117647,,1,1.0588235294117647,1,0.4426229508196721,1
T28333,1017,1037.78,Bill Payment,21.0,Unknown Device,,0,65,4,Credit Card,0.2,-0.8995336818885475,0,1.8461538461538463,1,0.4905660377358491,1
T17165,4518,4990.34,Bill Payment,7.0,Mobile,,3,108,7,UPI,0.10185185185185185,1.8077467392458606,0,1.9444444444444444,1,1.0694444444444444,1
T10927,4185,2507.75,Bill Payment,17.0,Mobile,Boston,4,91,5,Credit Card,0.18681318681318682,0.389727168589444,0,1.6483516483516485,1,0.85,1
T13474,3465,587.15,Bill Payment,5.0,Tablet,Miami,4,12,14,Net Banking,0.5,-0.47019339034725605,1,14.0,1,1.68,1
T13572,4229,12.95,ATM Withdrawal,2.0,Desktop,Chicago,0,41,4,UPI,0.2682926829268293,-1.474870106867107,1,2.926829268292683,1,0.5238095238095238,1
T10172,2013,2664.05,POS Payment,11.0,Desktop,Los Angeles,4,54,2,UPI,0.2777777777777778,0.16690836857844962,0,1.1111111111111112,1,0.2830188679245283,1
T31615,3671,1107.47,POS Payment,22.0,Desktop,San Francisco,1,33,5,UPI,0.45454545454545453,-0.9749197932416322,0,4.545454545454545,1,0.9036144578313253,1
T45015,1887,3563.5,Bill Payment,2.0,Desktop,Chicago,0,104,14,Invalid Method,0.125,0.46257725128065147,1,4.038461538461538,1,1.5689655172413792,1
T21280,3113,4413.33,POS Payment,17.0,Tablet,Seattle,4,116,12,Debit Card,0.11206896551724138,-0.1575179689383587,0,3.103448275862069,1,1.4857142857142858,1
T42573,3962,729.27,Bank Transfer,22.0,,Boston,1,96,1,UPI,0.22916666666666666,-1.327566117109817,0,0.3125,1,0.1301775147928994,1
T36113,3844,1198.01,Online Purchase,18.0,Tablet,New York,0,83,3,Credit Card,0.21686746987951808,-0.9826873104689489,0,1.0843373493975903,1,0.42857142857142855,1
T7790,4028,,Bill Payment,7.0,,Los Angeles,1,68,13,UPI,0.19117647058823528,,0,5.735294117647059,1,2.640625,1
T35383,2729,3572.9,Online Purchase,9.0,Desktop,Chicago,4,97,11,Credit Card,0.18556701030927836,0.6233742825871496,0,3.402061855670103,1,1.4142857142857144,1
T22976,2681,4207.82,Bank Transfer,3.0,Desktop,Houston,3,55,6,Credit Card,0.3090909090909091,1.3457825574930347,1,3.272727272727273,1,0.8571428571428571,1
T16818,4337,3808.4,ATM Withdrawal,17.0,Desktop,Los Angeles,2,12,11,Net Banking,1.0,0.9321891006622147,0,11.0,1,1.5172413793103448,1
T3026,4189,4185.76,Online Purchase,11.0,Tablet,Boston,0,118,10,Debit Card,0.0847457627118644,0.5763988276099241,0,2.5423728813559325,1,1.4705882352941178,1
T10211,4584,2358.52,ATM Withdrawal,5.0,Tablet,Los Angeles,0,115,14,Net Banking,0.1565217391304348,0.0731587502501604,1,3.652173913043478,1,1.8,1
T25400,4791,1053.05,Bank Transfer,18.0,Mobile,Seattle,4,78,5,Credit Card,0.21794871794871795,-1.0271224831351475,0,1.923076923076923,1,0.85,1
T18684,4137,3400.55,Online Purchase,11.0,Desktop,Chicago,2,93,8,Debit Card,0.1935483870967742,1.0339393224190203,0,2.5806451612903225,1,1.0069930069930069,1
T30883,2054,4156.31,ATM Withdrawal,1.0,Unknown Device,San Francisco,1,17,11,UPI,0.9411764705882353,1.2658192855614565,1,11.0,1,1.353846153846154,1
T31902,4719,4054.66,ATM Withdrawal,13.0,Mobile,Boston,2,103,3,Debit Card,0.1553398058252427,0.5013235447749352,0,0.8737864077669903,1,0.41379310344827586,1
T22383,3957,880.82,Online Purchase,13.0,Mobile,Houston,3,84,8,Net Banking,0.15476190476190477,-0.8259683459563727,0,2.857142857142857,1,0.920353982300885,1
T28486,3449,3931.16,ATM Withdrawal,,Tablet,Los Angeles,0,71,9,Debit Card,0.16901408450704225,0.8661010868248767,0,3.8028169014084505,1,1.11340206185567,1
T28723,1101,1070.98,POS Payment,5.0,Desktop,Boston,0,28,11,Debit Card,0.35714285714285715,-0.8253545939128845,1,11.0,1,1.25,1
T8376,3236,3413.89,Bill Payment,22.0,Desktop,Los Angeles,4,51,3,Debit Card,0.17647058823529413,0.656086532205933,0,1.7647058823529411,1,0.30681818181818177,1
T48770,4191,4475.78,ATM Withdrawal,18.0,Mobile,Chicago,2,90,5,Debit Card,0.2,1.4479619217230715,0,1.6666666666666667,1,0.5732484076433122,1
T18663,4325,4124.27,Bank Transfer,22.0,Mobile,Boston,2,58,9,UPI,0.2413793103448276,1.4288552133110681,0,4.655172413793103,1,1.0769230769230769,1
T38598,4668,3315.64,Bill Payment,8.0,Desktop,Los Angeles,1,9,9,Net Banking,0.8888888888888888,0.6147888658947651,0,9.0,1,1.44,1
T21803,3723,4115.48,POS Payment,11.0,Desktop,Boston,4,21,5,Credit Card,0.6666666666666666,-0.08251462379062716,0,5.0,1,0.6862745098039216,1
T12968,4894,3132.71,Bill Payment,11.0,Desktop,,3,73,9,Net Banking,0.136986301369863,0.5881479636956828,0,3.6986301369863015,1,1.3846153846153846,1
T29844,3203,2649.84,ATM Withdrawal,3.0,Mobile,New York,4,81,12,Net Banking,0.2222222222222222,0.15433504168324425,1,4.444444444444444,1,1.7007874015748032,1
T31606,2152,643.11,ATM Withdrawal,23.0,Desktop,Chicago,0,95,4,Debit Card,0.21052631578947367,-1.6027039753334937,0,1.2631578947368423,1,0.5194805194805194,1
T44141,4747,3392.48,ATM Withdrawal,12.0,Desktop,Miami,1,64,2,Net Banking,0.390625,0.6513245281237977,0,0.9375,1,0.2717391304347826,1
T45011,4637,4374.7,Bank Transfer,18.0,Mobile,New York,1,19,4,Credit Card,1.0,1.2436685303601753,0,4.0,1,0.5846153846153846,1
T24815,4832,3846.87,ATM Withdrawal,2.0,Mobile,San Francisco,3,72,4,Net Banking,0.2222222222222222,0.6513523643724908,1,1.6666666666666667,1,0.64,1
T44206,1617,4173.12,Online Purchase,5.0,Mobile,San Francisco,0,74,11,Debit Card,0.22972972972972974,0.9738809971809429,1,4.45945945945946,1,1.272108843537415,1
T28410,2508,4822.82,Bank Transfer,2.0,Desktop,Los Angeles,2,69,13,Credit Card,0.2028985507246377,1.2470087175968647,1,5.6521739130434785,1,1.582608695652174,1
T34094,4095,4727.29,POS Payment,10.0,Mobile,San Francisco,0,23,8,Debit Card,0.43478260869565216,1.056579796054583,0,8.0,1,1.2121212121212122,1
T38767,2989,107.28,Online Purchase,22.0,Mobile,New York,0,47,7,UPI,0.2553191489361702,-1.3939891678949234,0,4.468085106382979,1,0.7850467289719627,1
T20171,3080,1048.4,Online Purchase,3.0,Desktop,Miami,4,51,10,Net Banking,0.2549019607843137,-1.0407288671949548,1,5.882352941176471,1,1.3541666666666665,1
T21334,3569,2572.97,POS Payment,12.0,Tablet,Boston,3,108,3,UPI,0.1574074074074074,-0.21556667501813417,0,0.8333333333333333,1,0.36690647482014394,1
T12427,3280,4461.11,ATM Withdrawal,1.0,Desktop,Boston,0,94,9,Debit Card,0.19148936170212766,1.278489948574686,1,2.872340425531915,1,1.514018691588785,1
T48219,3024,2706.2,Bill Payment,12.0,Mobile,Boston,3,95,3,Debit Card,0.2,-0.09186648956503123,0,0.9473684210526316,1,0.40714285714285714,1
T26736,2153,4116.35,POS Payment,6.0,Desktop,Chicago,4,81,1,Credit Card,0.18518518518518517,-0.0868673630097785,1,0.37037037037037035,1,0.13043478260869565,1
T16650,4598,3194.67,POS Payment,21.0,Tablet,New York,1,46,7,Net Banking,0.41304347826086957,0.26795810174275636,0,4.565217391304348,1,0.9568345323741007,1
T17758,4374,2701.91,Bank Transfer,13.0,Tablet,Seattle,4,114,8,Credit Card,0.11403508771929824,0.17656996529575794,0,2.1052631578947367,1,0.920353982300885,1
T29398,3422,,Bank Transfer,10.0,Tablet,Miami,1,82,11,Debit Card,0.23170731707317074,,0,4.024390243902439,1,1.6991869918699187,1
T47401,1213,825.94,POS Payment,19.0,Tablet,Seattle,0,81,12,UPI,0.20987654320987653,-1.6457605353471512,0,4.444444444444444,1,2.125,1
T31962,2771,2459.37,Bank Transfer,6.0,Desktop,Seattle,1,86,7,Net Banking,0.18604651162790697,0.0016383491426905763,1,2.441860465116279,1,0.7943262411347518,1
T27539,3135,1044.45,Bill Payment,6.0,Desktop,San Francisco,3,40,9,Credit Card,0.3,-0.39227910559488005,1,6.75,1,1.3670886075949367,1
T38268,2220,639.76,POS Payment,13.0,Tablet,Boston,0,52,9,Debit Card,0.3076923076923077,-1.1639114347694126,0,5.1923076923076925,1,1.051094890510949,1
T33112,3671,1262.06,ATM Withdrawal,5.0,Desktop,Chicago,1,103,6,Credit Card,0.14563106796116504,-0.8587753886816201,1,1.7475728155339807,1,1.0843373493975903,1
T1955,4663,1908.63,Online Purchase,19.0,Desktop,Seattle,0,75,5,Credit Card,0.17333333333333334,-0.7025865731717428,0,2.0,1,0.6372549019607844,1
T30551,4499,361.4,ATM Withdrawal,14.0,Tablet,San Francisco,0,56,4,UPI,0.39285714285714285,-1.782751139828307,0,2.142857142857143,1,0.55,1
T37108,1333,1462.65,POS Payment,4.0,Mobile,Boston,2,53,2,Net Banking,0.22641509433962265,-0.47080919034660434,1,1.1320754716981132,1,0.3870967741935484,1
T18591,4505,1612.17,POS Payment,15.0,Tablet,Chicago,1,91,1,Net Banking,0.17582417582417584,-1.0306706431502841,0,0.32967032967032966,1,0.16,1
T8345,4793,1888.62,Bank Transfer,20.0,Tablet,Los Angeles,1,39,1,Debit Card,0.2564102564102564,-0.33634199162132417,0,0.7692307692307692,1,0.14492753623188406,0
T8894,4891,2901.98,Bank Transfer,20.0,Tablet,Miami,3,59,14,UPI,0.23728813559322035,0.3728468912262481,0,7.118644067796611,1,1.8317757009345794,1
T45430,2239,,POS Payment,6.0,Tablet,Chicago,3,113,12,Debit Card,0.1415929203539823,,1,3.185840707964602,1,1.6551724137931034,1
T2117,2085,1405.06,POS Payment,13.0,Mobile,Miami,1,25,7,Net Banking,0.48,-1.0078495557408245,0,7.0,1,1.05,1
T18393,2940,3815.69,POS Payment,21.0,Tablet,Los Angeles,4,65,14,Net Banking,0.15384615384615385,1.0272350450126297,0,6.461538461538462,1,1.7721518987341771,1
T14859,3046,3450.0,Online Purchase,8.0,Mobile,Miami,3,33,6,Net Banking,0.3939393939393939,0.5075252972003,0,5.454545454545454,1,0.78,1
T20550,1846,4863.89,Online Purchase,1.0,Tablet,Los Angeles,1,66,14,,0.19696969696969696,1.3146329865552944,1,6.363636363636363,1,1.801980198019802,1
T36277,2709,2461.48,Bank Transfer,3.0,Desktop,Seattle,3,93,4,UPI,0.12903225806451613,0.007241227979188599,1,1.2903225806451613,1,0.48484848484848486,1
T10055,1935,398.26,Bank Transfer,15.0,Tablet,Chicago,3,17,12,UPI,1.0588235294117647,-0.4074742834703719,0,12.0,1,1.728,1
T47686,3158,3326.14,Bank Transfer,21.0,Desktop,New York,2,32,3,,0.46875,0.2910289022048725,0,2.8125,1,0.39823008849557523,1
T49343,1081,640.51,Bill Payment,22.0,Desktop,Chicago,3,18,13,,0.9444444444444444,-0.8707696393603512,0,13.0,1,1.637037037037037,1
T38096,4729,765.71,POS Payment,22.0,Desktop,San Francisco,4,42,7,Credit Card,0.47619047619047616,-1.4099711121547978,0,5.0,1,1.15702479338843,1
T37356,1448,2788.54,POS Payment,14.0,Mobile,San Francisco,3,9,10,UPI,1.7777777777777777,-0.008772156262694885,0,10.0,1,1.509433962264151,1
T6497,2853,772.46,POS Payment,5.0,Mobile,New York,2,53,10,Debit Card,0.20754716981132076,-0.42459250401101406,1,5.660377358490567,1,1.5942028985507246,1
T30070,1695,2549.02,Online Purchase,10.0,Mobile,San Francisco,4,32,3,Credit Card,0.25,-0.255768460985994,0,2.8125,1,0.5714285714285714,1
T14428,2873,4714.74,Online Purchase,4.0,Mobile,Miami,4,38,7,Net Banking,0.47368421052631576,1.9559503754560683,1,5.526315789473684,1,1.008,1
T22748,3165,785.97,POS Payment,7.0,Mobile,Miami,4,42,9,Debit Card,0.38095238095238093,-0.6992597722428918,0,6.428571428571429,1,1.125,1
T26814,4025,3703.92,POS Payment,18.0,Desktop,Los Angeles,0,84,2,Net Banking,0.15476190476190477,-0.22918114128827022,0,0.7142857142857143,1,0.26262626262626265,1
T17747,2742,806.37,Online Purchase,6.0,Desktop,New York,0,70,5,Credit Card,0.15714285714285714,-1.066639755051313,1,2.142857142857143,1,0.5913978494623655,1
T12896,3224,3037.91,Bill Payment,18.0,Mobile,Boston,0,83,12,Net Banking,0.1927710843373494,0.30050127198818194,0,4.337349397590361,1,1.536,1
T14321,3108,720.28,Bill Payment,3.0,Tablet,Miami,0,49,10,Credit Card,0.20408163265306123,-0.9451806279758781,1,6.122448979591836,1,1.639344262295082,1
T6538,1053,108.34,Online Purchase,17.0,Tablet,Miami,3,10,12,Net Banking,0.6,-1.296971200130669,0,12.0,1,1.6744186046511627,0
T26970,4445,464.0,POS Payment,4.0,Tablet,Seattle,3,58,14,UPI,0.25862068965517243,-1.242426916517687,1,7.241379310344827,1,1.794871794871795,1
T30160,3191,4780.55,Bill Payment,7.0,Desktop,Seattle,3,86,13,Credit Card,0.11627906976744186,1.5779447456365405,0,4.534883720930233,1,1.8055555555555556,1
T23330,2389,1312.77,POS Payment,6.0,Mobile,Houston,1,112,6,UPI,0.10714285714285714,-0.8586877507881848,1,1.6071428571428572,1,0.7422680412371133,1
T6716,4119,3113.08,POS Payment,6.0,Mobile,,3,111,8,Net Banking,0.11711711711711711,0.17719603819026047,1,2.162162162162162,1,0.9043478260869565,1
T3565,1189,1059.73,Bank Transfer,21.0,Desktop,New York,2,55,14,,0.14545454545454545,-0.669437499960682,0,7.636363636363637,1,1.6231884057971016,1
T5804,4171,,POS Payment,10.0,Tablet,Boston,4,99,2,Credit Card,0.1111111111111111,,0,0.6060606060606061,1,0.2650602409638554,1
T22113,2076,4636.47,ATM Withdrawal,4.0,Tablet,New York,4,107,4,Debit Card,0.16822429906542055,1.3863873432161544,1,1.1214953271028036,1,0.5853658536585367,1
T29576,3817,1376.77,Bank Transfer,20.0,Mobile,New York,1,112,12,,0.15178571428571427,-0.3742042072537687,0,3.2142857142857144,1,1.6451612903225807,1
T27037,3728,2269.67,Bank Transfer,,Tablet,San Francisco,2,116,4,UPI,0.09482758620689655,0.22220199492685522,0,1.0344827586206897,1,0.46808510638297873,1
T17732,1446,135.91,POS Payment,19.0,Desktop,San Francisco,2,44,2,,0.5227272727272727,-1.849573789626185,0,1.3636363636363638,1,0.2804878048780488,1
T29695,4139,1150.97,Bank Transfer,3.0,Tablet,Los Angeles,3,119,10,Net Banking,0.11764705882352941,-0.4729258042749812,1,2.5210084033613445,1,1.1475409836065575,1
T22731,2271,4100.96,Online Purchase,17.0,Unknown Device,Chicago,0,110,8,Credit Card,0.16363636363636364,1.0442120725964616,0,2.181818181818182,1,0.9056603773584905,1
T145,4134,3961.15,Bill Payment,16.0,Tablet,Seattle,4,4,7,UPI,4.0,1.243900961676423,0,7.0,1,1.037037037037037,1
T37437,3327,3931.33,Bill Payment,15.0,,San Francisco,4,7,13,Credit Card,2.4285714285714284,1.077232527071338,0,13.0,1,2.3263157894736843,1
T13710,1923,1913.21,POS Payment,22.0,Mobile,Houston,1,114,6,Debit Card,0.14035087719298245,-0.6134762040766989,0,1.5789473684210527,1,0.8421052631578947,1
T32760,2621,4679.6,Online Purchase,12.0,Desktop,Houston,4,116,3,Credit Card,0.12931034482758622,1.0115894627507327,0,0.7758620689655172,1,0.33088235294117646,1
T15588,3409,408.1,ATM Withdrawal,6.0,Tablet,New York,4,79,2,Credit Card,0.13924050632911392,-1.1657885004978386,1,0.759493670886076,1,0.3055555555555555,1
T11210,2635,3254.03,ATM Withdrawal,8.0,Tablet,Los Angeles,0,26,3,Credit Card,0.5769230769230769,1.3081511323392694,0,3.0,1,0.4017857142857143,1
T8977,2215,1833.81,POS Payment,19.0,Mobile,Seattle,0,92,6,Debit Card,0.16304347826086957,-0.32243087755281086,0,1.9565217391304346,1,0.6976744186046512,1
T42602,3867,551.73,Online Purchase,7.0,Desktop,New York,1,102,4,Credit Card,0.12745098039215685,-1.2844397396820038,0,1.1764705882352942,1,0.5591397849462365,1
T23884,2989,3560.03,Bill Payment,8.0,Tablet,Chicago,3,69,14,Net Banking,0.17391304347826086,0.8487083366079863,0,6.086956521739131,1,1.5700934579439254,1
T18210,3967,2000.96,Bank Transfer,6.0,Tablet,Boston,0,88,1,UPI,0.13636363636363635,-0.6152303346636572,1,0.34090909090909094,1,0.14814814814814814,1
T1254,4545,6.23,Bank Transfer,7.0,Desktop,Miami,0,56,4,Net Banking,0.3392857142857143,-1.7390409439638708,0,2.142857142857143,1,0.5314685314685315,1
T13927,4056,2583.1,POS Payment,13.0,Desktop,,2,112,13,Net Banking,0.09821428571428571,-0.2987503572875403,0,3.482142857142857,1,1.9324324324324325,1
T6926,1165,2736.62,POS Payment,2.0,Tablet,Houston,2,97,13,Credit Card,0.18556701030927836,-0.11550361670827089,1,4.020618556701031,1,1.4904458598726116,1
T29354,2065,707.59,Bill Payment,3.0,Tablet,Chicago,2,89,12,,0.24719101123595505,-0.3920312596490977,1,4.044943820224719,1,1.3401015228426396,1
T27912,4756,4620.51,ATM Withdrawal,19.0,Mobile,Los Angeles,0,24,13,Debit Card,0.625,1.5100088957991504,0,13.0,1,1.5476190476190474,1
T29134,1918,294.12,POS Payment,11.0,Mobile,Seattle,3,23,4,Debit Card,0.5652173913043478,-1.2058822396812765,0,4.0,1,0.5098039215686275,1
T21729,2739,2526.23,ATM Withdrawal,12.0,,San Francisco,4,29,9,Credit Card,0.4482758620689655,-0.15874220967772074,0,9.0,1,1.21875,1
T41942,4671,1868.88,POS Payment,,,Chicago,3,42,1,,0.2619047619047619,-0.5677201179360528,0,0.7142857142857143,1,0.15714285714285714,1
T29170,1460,1024.59,POS Payment,17.0,Mobile,Boston,3,19,3,Credit Card,0.7368421052631579,-0.8722659541365874,0,3.0,1,0.4,1
T39605,3317,4940.54,Bill Payment,10.0,Mobile,Boston,2,113,10,UPI,0.1592920353982301,1.5329929694057511,0,2.6548672566371683,1,1.6216216216216215,1
T19476,4137,3603.07,ATM Withdrawal,,Mobile,Seattle,4,30,14,Credit Card,0.6,1.1802382241091032,0,14.0,1,1.7622377622377623,1
T42217,4517,,POS Payment,4.0,Tablet,New York,0,75,14,Debit Card,0.10666666666666667,,1,5.6,1,1.9649122807017543,1
T34340,1461,527.46,Online Purchase,14.0,Tablet,Los Angeles,4,93,14,Net Banking,0.17204301075268819,-1.1657825215674267,0,4.516129032258064,1,1.763779527559055,1
T25587,3988,717.08,Bill Payment,16.0,Tablet,,1,102,3,Debit Card,0.13725490196078433,-0.9210424129187786,0,0.8823529411764706,1,0.32307692307692304,1
T15011,4303,92.46,Bill Payment,10.0,Unknown Device,Seattle,4,115,10,Invalid Method,0.10434782608695652,-1.0360896753425903,0,2.608695652173913,1,1.6901408450704225,1
T47951,3035,,POS Payment,11.0,Tablet,Miami,3,119,1,Debit Card,0.14285714285714285,,0,0.25210084033613445,1,0.17346938775510204,1
T43209,4981,,Online Purchase,8.0,Mobile,New York,3,47,1,Credit Card,0.2978723404255319,,0,0.6382978723404256,1,0.11570247933884298,1
T6789,1779,133.27,Bank Transfer,8.0,Tablet,Houston,0,20,13,Debit Card,0.65,-1.340622043661106,0,13.0,1,1.352,1
T3618,3990,3746.45,Online Purchase,10.0,,San Francisco,1,77,7,Debit Card,0.23376623376623376,0.9427021233996985,0,2.727272727272727,1,1.024390243902439,1
T40456,2382,4095.32,Online Purchase,4.0,Tablet,San Francisco,4,24,7,Net Banking,0.4583333333333333,0.6904820725556043,1,7.0,1,0.8555555555555556,1
T40659,3147,2188.17,ATM Withdrawal,4.0,Unknown Device,Boston,3,48,7,Credit Card,0.2916666666666667,-0.3359196378758466,1,4.375,1,0.8235294117647058,1
T23949,1800,258.01,Online Purchase,3.0,Tablet,San Francisco,2,56,8,Credit Card,0.19642857142857142,-1.4470737883257105,1,4.285714285714286,1,1.5438596491228072,1
T46822,3252,2391.13,Bill Payment,17.0,Desktop,Chicago,4,47,12,Net Banking,0.2127659574468085,0.10649790680271315,0,7.659574468085107,1,1.6,1
